id,name,shirtNumber,positionId,position,club,link
391780,Derrick Köhn,39,2,Defender,1.FC Union Berlin,/derrick-kohn/profil/spieler/391780
278343,Felix Uduokhai,2,2,Defender,1.FC Union Berlin,/felix-uduokhai/profil/spieler/278343
297583,Woo-yeong Jeong,11,3,Midfield,1.FC Union Berlin,/woo-yeong-jeong/profil/spieler/297583
341317,Oliver Burke,7,4,Forward,1.FC Union Berlin,/oliver-burke/profil/spieler/341317
107775,Frederik Rönnow,1,1,Goalkeeper,1.FC Union Berlin,/frederik-ronnow/profil/spieler/107775
838236,Marin Ljubicic,27,4,Forward,1.FC Union Berlin,/marin-ljubicic/profil/spieler/838236
371141,Stanley Nsoki,34,2,Defender,1.FC Union Berlin,/stanley-nsoki/profil/spieler/371141
362977,Josip Juranovic,18,2,Defender,1.FC Union Berlin,/josip-juranovic/profil/spieler/362977
270393,Robert Skov,24,3,Midfield,1.FC Union Berlin,/robert-skov/profil/spieler/270393
177779,Janik Haberer,19,3,Midfield,1.FC Union Berlin,/janik-haberer/profil/spieler/177779
124410,Rani Khedira,8,3,Midfield,1.FC Union Berlin,/rani-khedira/profil/spieler/124410
196231,Marvin Friedrich,5,2,Defender,1.FC Union Berlin,/marvin-friedrich/profil/spieler/196231
287920,Tim Skarke,21,4,Forward,1.FC Union Berlin,/tim-skarke/profil/spieler/287920
1378338,Linus Güther,49,4,Forward,1.FC Union Berlin,/linus-guther/profil/spieler/1378338
995520,Oluwaseun Ogbemudia,41,2,Defender,1.FC Union Berlin,/oluwaseun-ogbemudia/profil/spieler/995520
386685,Matheo Raab,31,1,Goalkeeper,1.FC Union Berlin,/matheo-raab/profil/spieler/386685
75921,Christopher Trimmel,28,2,Defender,1.FC Union Berlin,/christopher-trimmel/profil/spieler/75921
161057,Carl Klaus,25,1,Goalkeeper,1.FC Union Berlin,/carl-klaus/profil/spieler/161057
1027870,Andrik Markgraf,3,2,Defender,1.FC Union Berlin,/andrik-markgraf/profil/spieler/1027870
1033581,Julien Friedrich,38,4,Forward,1.FC Union Berlin,/julien-friedrich/profil/spieler/1033581
1162925,Mekhi Gray,32,4,Forward,1.FC Union Berlin,/mekhi-gray/profil/spieler/1162925
643574,Kaishu Sano,6,3,Midfield,1.FSV Mainz 05,/kaishu-sano/profil/spieler/643574
1073748,Kacper Potulski,48,2,Defender,1.FSV Mainz 05,/kacper-potulski/profil/spieler/1073748
503160,Paul Nebel,8,3,Midfield,1.FSV Mainz 05,/paul-nebel/profil/spieler/503160
232454,Nadiem Amiri,10,3,Midfield,1.FSV Mainz 05,/nadiem-amiri/profil/spieler/232454
597000,Eric Martel,5,3,Midfield,1.FSV Mainz 05,/eric-martel/profil/spieler/597000
453870,Benedict Hollerbach,17,4,Forward,1.FSV Mainz 05,/benedict-hollerbach/profil/spieler/453870
453016,Anthony Caci,19,2,Defender,1.FSV Mainz 05,/anthony-caci/profil/spieler/453016
223974,Stefan Posch,4,2,Defender,1.FSV Mainz 05,/stefan-posch/profil/spieler/223974
470038,Ransford Königsdörffer,11,4,Forward,1.FSV Mainz 05,/ransford-konigsdorffer/profil/spieler/470038
288340,Phillip Tietz,9,4,Forward,1.FSV Mainz 05,/phillip-tietz/profil/spieler/288340
370683,Andreas Hanche-Olsen,25,2,Defender,1.FSV Mainz 05,/andreas-hanche-olsen/profil/spieler/370683
594731,Fabio Gruber,3,2,Defender,1.FSV Mainz 05,/fabio-gruber/profil/spieler/594731
392710,Lennard Maloney,15,3,Midfield,1.FSV Mainz 05,/lennard-maloney/profil/spieler/392710
160963,Robin Zentner,27,1,Goalkeeper,1.FSV Mainz 05,/robin-zentner/profil/spieler/160963
